source,target,weight
74,28,0.0014124293785310734
74,33,0.002824858757062147
74,48,0.0014124293785310734
74,65,0.0014124293785310734
74,68,0.002824858757062147
74,72,0.002824858757062147
74,77,0.0014124293785310734
74,79,0.0014124293785310734
74,81,0.022598870056497175
74,86,0.0014124293785310734
74,89,0.00423728813559322
74,91,0.0014124293785310734
76,0,0.009569377990430622
76,2,0.004784688995215311
76,9,0.004784688995215311
76,12,0.009569377990430622
76,26,0.014354066985645933
76,27,0.004784688995215311
76,46,0.07177033492822966
76,50,0.004784688995215311
76,55,0.014354066985645933
76,66,0.009569377990430622
76,68,0.009569377990430622
76,77,0.009569377990430622
76,87,0.014354066985645933
77,0,0.002079002079002079
77,4,0.002079002079002079
77,10,0.002079002079002079
77,24,0.002079002079002079
77,25,0.010395010395010396
77,27,0.002079002079002079
77,36,0.006237006237006237
77,46,0.002079002079002079
77,51,0.002079002079002079
77,54,0.002079002079002079
77,63,0.018711018711018712
77,80,0.002079002079002079
77,87,0.002079002079002079
77,88,0.004158004158004158
86,0,0.004454342984409799
86,2,0.004454342984409799
86,4,0.0022271714922048997
86,24,0.004454342984409799
86,36,0.004454342984409799
86,46,0.0066815144766146995
86,54,0.011135857461024499
86,55,0.004454342984409799
86,61,0.0022271714922048997
86,71,0.004454342984409799
86,73,0.0022271714922048997
86,74,0.0022271714922048997
86,77,0.0022271714922048997
86,79,0.0022271714922048997
86,87,0.004454342984409799
87,0,0.0038535645472061657
87,2,0.0019267822736030828
87,4,0.0019267822736030828
87,9,0.0038535645472061657
87,10,0.0019267822736030828
87,14,0.0019267822736030828
87,24,0.0019267822736030828
87,25,0.0038535645472061657
87,33,0.0019267822736030828
87,46,0.0019267822736030828
87,50,0.0019267822736030828
87,53,0.007707129094412331
87,54,0.0038535645472061657
87,55,0.005780346820809248
87,61,0.0019267822736030828
87,65,0.0019267822736030828
87,70,0.0019267822736030828
87,71,0.007707129094412331
87,76,0.0038535645472061657
87,77,0.0019267822736030828
87,79,0.0038535645472061657
87,82,0.0019267822736030828
87,88,0.017341040462427744
1,11,0.006309148264984227
1,15,0.0031545741324921135
1,20,0.0031545741324921135
1,39,0.0031545741324921135
1,51,0.012618296529968454
1,52,0.0031545741324921135
1,66,0.022082018927444796
1,72,0.0031545741324921135
1,80,0.0031545741324921135
1,89,0.0031545741324921135
11,0,0.004073319755600814
11,1,0.004073319755600814
11,13,0.004073319755600814
11,20,0.002036659877800407
11,24,0.002036659877800407
11,26,0.004073319755600814
11,51,0.002036659877800407
11,52,0.006109979633401222
11,65,0.002036659877800407
11,68,0.008146639511201629
11,72,0.002036659877800407
11,74,0.004073319755600814
11,75,0.002036659877800407
11,89,0.004073319755600814
15,8,0.0028089887640449437
15,9,0.004213483146067416
15,13,0.0028089887640449437
15,20,0.0014044943820224719
15,22,0.0014044943820224719
15,24,0.0014044943820224719
15,25,0.0014044943820224719
15,28,0.0014044943820224719
15,32,0.0028089887640449437
15,33,0.0014044943820224719
15,36,0.0014044943820224719
15,39,0.0028089887640449437
15,46,0.0014044943820224719
15,66,0.0014044943820224719
15,68,0.0056179775280898875
15,73,0.0014044943820224719
15,79,0.0014044943820224719
15,80,0.0014044943820224719
20,1,0.007058823529411765
20,8,0.002352941176470588
20,11,0.002352941176470588
20,13,0.002352941176470588
20,15,0.007058823529411765
20,38,0.011764705882352941
20,51,0.002352941176470588
20,66,0.002352941176470588
20,72,0.007058823529411765
20,74,0.004705882352941176
20,78,0.009411764705882352
20,89,0.002352941176470588
20,91,0.002352941176470588
39,1,0.004132231404958678
39,15,0.008264462809917356
39,32,0.004132231404958678
39,47,0.008264462809917356
39,89,0.09504132231404959
39,91,0.004132231404958678
51,1,0.02027027027027027
51,8,0.006756756756756757
51,11,0.0033783783783783786
51,15,0.010135135135135136
51,20,0.006756756756756757
51,22,0.006756756756756757
51,29,0.006756756756756757
51,47,0.006756756756756757
51,54,0.0033783783783783786
51,72,0.013513513513513514
51,73,0.0033783783783783786
51,78,0.013513513513513514
52,1,0.005865102639296188
52,8,0.017595307917888565
52,11,0.005865102639296188
52,27,0.002932551319648094
52,33,0.002932551319648094
52,43,0.002932551319648094
52,51,0.008797653958944282
52,66,0.002932551319648094
52,70,0.002932551319648094
52,72,0.005865102639296188
52,74,0.002932551319648094
52,79,0.002932551319648094
52,82,0.002932551319648094
52,83,0.002932551319648094
66,1,0.021739130434782608
66,11,0.002717391304347826
66,15,0.010869565217391304
66,24,0.002717391304347826
66,25,0.002717391304347826
66,26,0.002717391304347826
66,28,0.002717391304347826
66,32,0.008152173913043478
66,38,0.002717391304347826
66,45,0.002717391304347826
66,47,0.005434782608695652
66,54,0.005434782608695652
66,72,0.016304347826086956
66,74,0.002717391304347826
66,80,0.002717391304347826
66,82,0.002717391304347826
66,89,0.002717391304347826
66,91,0.002717391304347826
72,8,0.005780346820809248
72,32,0.0023121387283236996
72,38,0.0023121387283236996
72,41,0.0023121387283236996
72,44,0.0011560693641618498
72,53,0.0011560693641618498
72,54,0.0011560693641618498
72,66,0.0023121387283236996
72,87,0.0011560693641618498
72,91,0.0011560693641618498
80,1,0.01556420233463035
80,15,0.027237354085603113
80,20,0.0038910505836575876
80,25,0.0038910505836575876
80,26,0.007782101167315175
80,32,0.0038910505836575876
80,38,0.0038910505836575876
80,39,0.007782101167315175
80,46,0.04669260700389105
80,51,0.0038910505836575876
80,54,0.0038910505836575876
80,66,0.0038910505836575876
80,72,0.007782101167315175
80,77,0.0038910505836575876
80,79,0.0038910505836575876
89,1,0.001218026796589525
89,4,0.001218026796589525
89,11,0.00243605359317905
89,12,0.015834348355663823
89,18,0.001218026796589525
89,20,0.001218026796589525
89,38,0.001218026796589525
89,39,0.0036540803897685747
89,46,0.00243605359317905
89,47,0.001218026796589525
89,68,0.001218026796589525
89,72,0.001218026796589525
89,74,0.0036540803897685747
2,9,0.0027247956403269754
2,18,0.0027247956403269754
2,24,0.0027247956403269754
2,36,0.0326975476839237
2,68,0.0027247956403269754
2,73,0.0027247956403269754
2,77,0.0027247956403269754
2,91,0.005449591280653951
9,0,0.0036101083032490976
9,10,0.0036101083032490976
9,14,0.01444043321299639
9,15,0.0036101083032490976
9,18,0.007220216606498195
9,24,0.007220216606498195
9,25,0.0036101083032490976
9,54,0.007220216606498195
9,55,0.0036101083032490976
9,61,0.01444043321299639
9,65,0.0036101083032490976
9,73,0.0036101083032490976
9,79,0.0036101083032490976
9,81,0.007220216606498195
9,86,0.0036101083032490976
9,87,0.01444043321299639
9,88,0.0036101083032490976
9,89,0.0036101083032490976
9,91,0.0036101083032490976
24,2,0.0022675736961451248
24,4,0.0045351473922902496
24,9,0.0022675736961451248
24,11,0.0022675736961451248
24,14,0.0045351473922902496
24,25,0.02040816326530612
24,26,0.0045351473922902496
24,27,0.0045351473922902496
24,36,0.0022675736961451248
24,46,0.0045351473922902496
24,53,0.009070294784580499
24,55,0.006802721088435374
24,68,0.0022675736961451248
24,74,0.0022675736961451248
24,77,0.0022675736961451248
24,86,0.0022675736961451248
24,87,0.0022675736961451248
36,2,0.03617571059431524
36,20,0.00516795865633075
36,50,0.002583979328165375
36,79,0.002583979328165375
36,88,0.002583979328165375
68,2,0.0032520325203252032
68,11,0.0032520325203252032
68,12,0.0016260162601626016
68,13,0.0016260162601626016
68,18,0.026016260162601626
68,22,0.0016260162601626016
68,24,0.0016260162601626016
68,27,0.0016260162601626016
68,32,0.0016260162601626016
68,46,0.0016260162601626016
68,55,0.004878048780487805
68,74,0.0016260162601626016
68,77,0.0016260162601626016
68,89,0.0016260162601626016
68,91,0.0016260162601626016
73,1,0.01026694045174538
73,13,0.002053388090349076
73,14,0.004106776180698152
73,15,0.012320328542094456
73,18,0.002053388090349076
73,20,0.002053388090349076
73,28,0.002053388090349076
73,32,0.006160164271047228
73,39,0.004106776180698152
73,46,0.002053388090349076
73,51,0.004106776180698152
73,54,0.004106776180698152
73,66,0.002053388090349076
73,67,0.002053388090349076
73,72,0.006160164271047228
73,89,0.002053388090349076
73,91,0.006160164271047228
91,2,0.004123711340206186
91,8,0.004123711340206186
91,12,0.002061855670103093
91,24,0.002061855670103093
91,33,0.006185567010309278
91,68,0.002061855670103093
91,73,0.004123711340206186
8,13,0.002777777777777778
8,15,0.002777777777777778
8,22,0.008333333333333333
8,25,0.002777777777777778
8,32,0.002777777777777778
8,33,0.002777777777777778
8,47,0.011111111111111112
8,52,0.011111111111111112
8,66,0.002777777777777778
8,72,0.022222222222222223
8,80,0.002777777777777778
8,91,0.005555555555555556
22,1,0.0010695187165775401
22,8,0.0053475935828877
22,20,0.0010695187165775401
22,32,0.0053475935828877
22,38,0.0010695187165775401
22,41,0.0010695187165775401
22,47,0.0032085561497326204
22,51,0.0021390374331550803
22,54,0.0010695187165775401
22,66,0.0010695187165775401
22,72,0.009625668449197862
22,89,0.0010695187165775401
32,1,0.00186219739292365
32,8,0.00186219739292365
32,12,0.0074487895716946
32,22,0.000931098696461825
32,39,0.000931098696461825
32,45,0.000931098696461825
32,51,0.002793296089385475
32,66,0.000931098696461825
32,72,0.0037243947858473
32,73,0.000931098696461825
32,80,0.000931098696461825
32,89,0.000931098696461825
32,91,0.000931098696461825
38,0,0.005208333333333333
38,8,0.005208333333333333
38,20,0.020833333333333332
38,39,0.005208333333333333
38,46,0.005208333333333333
38,66,0.010416666666666666
38,68,0.005208333333333333
38,72,0.010416666666666666
38,74,0.010416666666666666
38,79,0.010416666666666666
47,8,0.011146496815286623
47,22,0.0015923566878980893
47,32,0.0015923566878980893
47,39,0.0031847133757961785
47,66,0.0031847133757961785
47,72,0.0031847133757961785
47,80,0.0015923566878980893
47,81,0.0015923566878980893
47,91,0.0015923566878980893
50,0,0.0022522522522522522
50,2,0.0022522522522522522
50,4,0.0022522522522522522
50,10,0.0045045045045045045
50,12,0.006756756756756757
50,15,0.0022522522522522522
50,18,0.0045045045045045045
50,24,0.0022522522522522522
50,25,0.0022522522522522522
50,36,0.0022522522522522522
50,46,0.006756756756756757
50,54,0.015765765765765764
50,55,0.0045045045045045045
50,61,0.0022522522522522522
50,63,0.0022522522522522522
50,68,0.0022522522522522522
50,71,0.0045045045045045045
50,73,0.0022522522522522522
50,76,0.006756756756756757
50,77,0.0022522522522522522
50,79,0.0045045045045045045
50,86,0.0022522522522522522
50,87,0.0022522522522522522
50,88,0.0022522522522522522
81,28,0.004545454545454545
81,38,0.004545454545454545
81,47,0.004545454545454545
81,48,0.00909090909090909
81,68,0.00909090909090909
81,74,0.05909090909090909
81,79,0.004545454545454545
81,89,0.004545454545454545
83,8,0.002044989775051125
83,19,0.002044989775051125
83,51,0.002044989775051125
83,54,0.002044989775051125
83,72,0.00408997955010225
14,9,0.004754358161648178
14,12,0.003169572107765452
14,24,0.003169572107765452
14,43,0.001584786053882726
14,46,0.003169572107765452
14,55,0.001584786053882726
14,61,0.001584786053882726
14,73,0.006339144215530904
14,74,0.001584786053882726
14,77,0.001584786053882726
14,82,0.004754358161648178
14,87,0.003169572107765452
14,91,0.003169572107765452
27,0,0.002512562814070352
27,1,0.002512562814070352
27,4,0.002512562814070352
27,11,0.002512562814070352
27,12,0.002512562814070352
27,18,0.002512562814070352
27,24,0.002512562814070352
27,25,0.007537688442211055
27,26,0.002512562814070352
27,28,0.002512562814070352
27,43,0.002512562814070352
27,49,0.002512562814070352
27,50,0.002512562814070352
27,51,0.002512562814070352
27,55,0.002512562814070352
27,61,0.022613065326633167
27,65,0.002512562814070352
27,74,0.002512562814070352
27,75,0.002512562814070352
27,77,0.002512562814070352
27,81,0.002512562814070352
27,82,0.007537688442211055
27,86,0.002512562814070352
79,2,0.0018315018315018315
79,4,0.005494505494505495
79,9,0.0018315018315018315
79,18,0.003663003663003663
79,28,0.003663003663003663
79,36,0.003663003663003663
79,38,0.0018315018315018315
79,48,0.005494505494505495
79,50,0.0018315018315018315
79,55,0.0018315018315018315
79,74,0.0018315018315018315
79,81,0.003663003663003663
79,87,0.005494505494505495
88,2,0.0009718172983479105
88,4,0.003887269193391642
88,9,0.004859086491739553
88,14,0.0009718172983479105
88,25,0.0009718172983479105
88,27,0.0009718172983479105
88,48,0.001943634596695821
88,53,0.0009718172983479105
88,55,0.008746355685131196
88,65,0.004859086491739553
88,70,0.0009718172983479105
88,71,0.0009718172983479105
88,73,0.0009718172983479105
88,77,0.001943634596695821
88,87,0.006802721088435374
26,1,0.0014749262536873156
26,11,0.0058997050147492625
26,12,0.0014749262536873156
26,15,0.0058997050147492625
26,18,0.0014749262536873156
26,20,0.0014749262536873156
26,22,0.0029498525073746312
26,24,0.0014749262536873156
26,25,0.0029498525073746312
26,27,0.0058997050147492625
26,28,0.0014749262536873156
26,33,0.004424778761061947
26,44,0.0014749262536873156
26,46,0.0014749262536873156
26,47,0.0014749262536873156
26,66,0.0029498525073746312
26,67,0.0029498525073746312
26,68,0.0014749262536873156
26,72,0.011799410029498525
26,73,0.0014749262536873156
26,74,0.004424778761061947
26,78,0.0029498525073746312
26,80,0.0029498525073746312
26,81,0.0014749262536873156
26,86,0.0014749262536873156
26,89,0.0029498525073746312
29,0,0.00641025641025641
29,26,0.01282051282051282
29,51,0.11538461538461539
29,61,0.00641025641025641
29,71,0.03205128205128205
29,74,0.00641025641025641
54,2,0.0012033694344163659
54,12,0.0012033694344163659
54,18,0.0036101083032490976
54,25,0.0012033694344163659
54,32,0.0024067388688327317
54,46,0.0012033694344163659
54,50,0.0012033694344163659
54,55,0.0012033694344163659
54,61,0.0036101083032490976
54,66,0.0012033694344163659
54,72,0.0012033694344163659
54,74,0.0012033694344163659
54,77,0.0012033694344163659
54,88,0.0024067388688327317
19,8,0.0049504950495049506
19,20,0.0049504950495049506
19,28,0.0049504950495049506
19,32,0.0297029702970297
19,39,0.0049504950495049506
19,54,0.0049504950495049506
19,72,0.009900990099009901
19,78,0.009900990099009901
19,83,0.0049504950495049506
19,89,0.0049504950495049506
28,15,0.004201680672268907
28,18,0.004201680672268907
28,73,0.004201680672268907
28,79,0.01680672268907563
13,0,0.0031446540880503146
13,2,0.0031446540880503146
13,8,0.0031446540880503146
13,11,0.009433962264150943
13,12,0.0031446540880503146
13,24,0.0031446540880503146
13,44,0.0031446540880503146
13,55,0.009433962264150943
13,68,0.006289308176100629
13,73,0.0031446540880503146
13,77,0.006289308176100629
13,87,0.006289308176100629
33,0,0.006024096385542169
33,8,0.0030120481927710845
33,26,0.0030120481927710845
33,32,0.006024096385542169
33,45,0.0030120481927710845
33,48,0.0030120481927710845
33,55,0.0030120481927710845
33,65,0.0030120481927710845
33,74,0.015060240963855422
33,77,0.0030120481927710845
33,79,0.0030120481927710845
33,91,0.0030120481927710845
10,11,0.005555555555555556
10,27,0.011111111111111112
10,46,0.005555555555555556
10,68,0.005555555555555556
10,71,0.011111111111111112
61,2,0.002070393374741201
61,4,0.002070393374741201
61,9,0.008281573498964804
61,14,0.002070393374741201
61,18,0.004140786749482402
61,25,0.002070393374741201
61,27,0.022774327122153208
61,50,0.012422360248447204
61,54,0.020703933747412008
61,55,0.002070393374741201
61,71,0.002070393374741201
61,72,0.004140786749482402
61,87,0.006211180124223602
65,9,0.011235955056179775
65,11,0.011235955056179775
65,33,0.0056179775280898875
65,54,0.0056179775280898875
65,55,0.0056179775280898875
65,74,0.011235955056179775
65,77,0.0056179775280898875
65,79,0.0056179775280898875
65,87,0.02247191011235955
65,88,0.016853932584269662
71,0,0.0030911901081916537
71,1,0.0061823802163833074
71,2,0.0015455950540958269
71,4,0.0015455950540958269
71,8,0.0030911901081916537
71,10,0.00463678516228748
71,12,0.00463678516228748
71,14,0.0015455950540958269
71,24,0.0061823802163833074
71,25,0.010819165378670788
71,32,0.0030911901081916537
71,39,0.0015455950540958269
71,41,0.0030911901081916537
71,46,0.0015455950540958269
71,52,0.0015455950540958269
71,54,0.015455950540958269
71,55,0.0077279752704791345
71,61,0.0077279752704791345
71,63,0.0015455950540958269
71,65,0.0015455950540958269
71,66,0.0015455950540958269
71,72,0.03863987635239567
71,77,0.0030911901081916537
71,80,0.0015455950540958269
71,87,0.0061823802163833074
71,88,0.0015455950540958269
71,89,0.0030911901081916537
75,11,0.006024096385542169
75,38,0.0030120481927710845
75,43,0.006024096385542169
75,46,0.006024096385542169
75,47,0.0030120481927710845
75,51,0.0030120481927710845
75,80,0.0030120481927710845
44,13,0.003355704697986577
44,26,0.003355704697986577
44,32,0.006711409395973154
44,51,0.003355704697986577
44,72,0.010067114093959731
44,74,0.003355704697986577
43,14,0.002840909090909091
43,18,0.002840909090909091
43,36,0.002840909090909091
43,52,0.002840909090909091
43,61,0.002840909090909091
43,75,0.005681818181818182
43,77,0.002840909090909091
43,79,0.002840909090909091
43,89,0.005681818181818182
82,2,0.004484304932735426
82,11,0.004484304932735426
82,14,0.013452914798206279
82,27,0.004484304932735426
82,32,0.008968609865470852
82,51,0.02242152466367713
82,66,0.02242152466367713
82,72,0.008968609865470852
82,73,0.008968609865470852
82,74,0.004484304932735426
82,81,0.013452914798206279
45,0,0.006711409395973154
45,2,0.013422818791946308
45,32,0.020134228187919462
45,66,0.013422818791946308
48,4,0.002932551319648094
48,9,0.002932551319648094
48,11,0.002932551319648094
48,18,0.002932551319648094
48,24,0.002932551319648094
48,27,0.002932551319648094
48,53,0.002932551319648094
48,55,0.002932551319648094
48,61,0.002932551319648094
48,79,0.002932551319648094
48,81,0.008797653958944282
48,88,0.002932551319648094
78,19,0.0038461538461538464
78,20,0.007692307692307693
78,32,0.0038461538461538464
78,49,0.0038461538461538464
78,51,0.007692307692307693
78,72,0.0038461538461538464
41,22,0.008032128514056224
41,32,0.008032128514056224
41,72,0.0642570281124498
49,8,0.031578947368421054
49,19,0.005263157894736842
49,22,0.021052631578947368
49,32,0.010526315789473684
49,39,0.005263157894736842
49,41,0.005263157894736842
49,47,0.04736842105263158
49,51,0.010526315789473684
49,54,0.005263157894736842
49,66,0.005263157894736842
49,67,0.005263157894736842
49,72,0.042105263157894736
49,75,0.005263157894736842
49,78,0.005263157894736842
49,89,0.005263157894736842
49,91,0.005263157894736842
53,4,0.00404040404040404
53,12,0.00202020202020202
53,13,0.00404040404040404
53,24,0.00202020202020202
53,48,0.00404040404040404
53,55,0.01818181818181818
53,74,0.00202020202020202
53,87,0.012121212121212121
53,88,0.00202020202020202
67,1,0.0051813471502590676
67,15,0.0051813471502590676
67,26,0.0051813471502590676
67,33,0.0051813471502590676
67,49,0.0051813471502590676
67,68,0.0051813471502590676
67,72,0.0051813471502590676
67,73,0.0051813471502590676
70,46,0.004739336492890996
70,48,0.014218009478672985
70,53,0.014218009478672985
70,55,0.004739336492890996
70,61,0.014218009478672985
70,79,0.004739336492890996
70,87,0.014218009478672985
70,88,0.009478672985781991
63,26,0.002717391304347826
63,41,0.005434782608695652
63,46,0.005434782608695652
63,68,0.005434782608695652
63,72,0.010869565217391304
63,77,0.02717391304347826
63,91,0.002717391304347826
